time,x,y,yaw,reward,yaw_rate,turn_radius
6.220000000000411866e+00,6.430102448254313430e-01,4.305650136159929753e-01,2.533682217724308128e+00,-1.784103673221168473e-01,6.486753061017640487e-01,inf
6.240000000000418545e+00,6.384645056290942922e-01,4.286040873171717003e-01,2.542996792436790887e+00,-1.555095318577655317e-01,6.295912765481379569e-01,inf
6.260000000000425224e+00,6.304705925784652720e-01,4.261969818552552303e-01,2.523082705987805152e+00,-1.030144559658359577e-01,5.858453799715299670e-01,inf
6.280000000000431903e+00,6.209517994839567345e-01,4.213182468553952065e-01,2.499651610049316908e+00,-5.005544996496906485e-02,5.417128749708075564e-01,inf
6.300000000000438583e+00,6.114820564138104819e-01,4.140924443144242684e-01,2.485526152104448272e+00,-1.700941303749732222e-02,5.141745108645811024e-01,inf
6.320000000000445262e+00,6.040979195242578426e-01,4.063148254446568020e-01,2.499454494427401752e+00,-4.323593265383709333e-02,5.360299438781975789e-01,inf
6.340000000000451941e+00,5.985175202749271062e-01,4.005479988237321542e-01,2.537528833565871444e+00,-8.134549655448099215e-02,5.677879137954008337e-01,inf
6.360000000000458620e+00,5.946427710155463009e-01,3.978988470381104037e-01,2.594175047347718532e+00,-1.533789248855488285e-01,6.278157707379573571e-01,inf
6.380000000000465299e+00,5.903942789861122975e-01,3.974034846565949186e-01,2.644737904939638451e+00,-1.532332532146276627e-01,6.276943776788563856e-01,inf
6.400000000000471978e+00,5.863480905712766811e-01,3.982476471590213896e-01,2.692744363711067290e+00,-1.934386271119927225e-01,6.611988559266606114e-01,inf
6.420000000000478657e+00,5.831339613371369079e-01,3.985894813078179055e-01,2.745910009073978308e+00,-2.105136157303739708e-01,6.754280131086449757e-01,inf
6.440000000000485336e+00,5.782983183547819594e-01,3.977963422121394421e-01,2.775823196766140644e+00,-1.681144733858931095e-01,6.400953944882442626e-01,inf
